"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"Capital & Coast",147,124,0.843537,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",182,142,0.78022,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",32,26,0.8125,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",64,52,0.8125,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",25,22,0.88,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",43,31,0.72093,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",61,49,0.803279,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",40,22,0.55,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",12,NA,0.75,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",85,71,0.835294,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",NA,NA,0.625,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",18,15,0.833333,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",138,94,0.681159,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",NA,NA,0.857143,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",295,223,0.755932,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",21,NA,0.333333,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",23,15,0.652174,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",1716,1320,0.769231,"Other","ethnic","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",196,171,0.872449,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",51,30,0.588235,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",316,239,0.756329,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",230,193,0.83913,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",172,119,0.69186,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",58,46,0.793103,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",91,76,0.835165,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",49,34,0.693878,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",48,31,0.645833,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",45,36,0.8,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",26,18,0.692308,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",32,27,0.84375,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",208,176,0.846154,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",NA,NA,0.666667,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",40,31,0.775,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",174,124,0.712644,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",16,14,0.875,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",259,200,0.772201,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",13,10,0.769231,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",14,14,1,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",2047,1595,0.779189,"Total","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",277,225,0.812274,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",98,70,0.714286,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",287,233,0.811847,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",173,137,0.791908,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",231,173,0.748918,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",62,48,0.774194,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",86,79,0.918605,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",53,38,0.716981,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",91,65,0.714286,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",71,57,0.802817,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",86,55,0.639535,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",37,28,0.756757,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",212,179,0.84434,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",NA,NA,1,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",60,42,0.7,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",205,136,0.663415,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",30,25,0.833333,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",333,260,0.780781,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",12,NA,0.75,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",30,16,0.533333,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",2440,1881,0.770902,"NZE","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",280,239,0.853571,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",116,81,0.698276,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",315,237,0.752381,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",139,117,0.841727,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",193,140,0.725389,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",104,79,0.759615,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",93,78,0.83871,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",42,37,0.880952,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",120,97,0.808333,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",82,63,0.768293,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",110,67,0.609091,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",34,25,0.735294,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",174,146,0.83908,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",28,19,0.678571,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",77,58,0.753247,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",217,139,0.640553,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",24,20,0.833333,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",386,285,0.738342,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",25,18,0.72,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",36,26,0.722222,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",2595,1971,0.759538,"Maori","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",314,243,0.773885,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",155,100,0.645161,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",263,201,0.764259,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",120,100,0.833333,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",322,227,0.704969,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",123,101,0.821138,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",90,72,0.8,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",73,48,0.657534,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",152,111,0.730263,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",94,80,0.851064,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",115,61,0.530435,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",35,30,0.857143,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",157,130,0.828025,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",28,21,0.75,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",88,60,0.681818,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",258,145,0.562016,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",42,32,0.761905,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",376,265,0.704787,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",55,37,0.672727,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",59,38,0.644068,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",2919,2102,0.72011,"Pacific","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",379,271,0.71504,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",187,106,0.566845,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",177,134,0.757062,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",183,139,0.759563,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",824,496,0.601942,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",201,120,0.597015,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",120,99,0.825,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",147,79,0.537415,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",113,76,0.672566,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",35,26,0.742857,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",213,104,0.488263,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",29,21,0.724138,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",116,95,0.818966,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",91,52,0.571429,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",66,46,0.69697,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",322,195,0.60559,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",14,10,0.714286,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",158,117,0.740506,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",16,13,0.8125,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",72,44,0.611111,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",3463,2243,0.647704,"Asian","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",120,96,0.8,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Bay of Plenty",107,60,0.560748,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Canterbury",100,90,0.9,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Capital & Coast",68,47,0.691176,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Counties Manukau",435,296,0.68046,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hawkes Bay",16,14,0.875,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Hutt Valley",37,24,0.648649,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Lakes",47,32,0.680851,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Midcentral",70,48,0.685714,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Nelson Marlborough",65,48,0.738462,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Northland",74,37,0.5,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"South Canterbury",NA,NA,0.75,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Southern",59,48,0.813559,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Tairawhiti",NA,NA,0.444444,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Taranaki",23,15,0.652174,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waikato",171,111,0.649123,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Wairarapa",NA,NA,1,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Waitemata",367,254,0.692098,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"West Coast",NA,NA,NA,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Whanganui",NA,NA,0.8,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"National",1780,1234,0.693258,"Other","deprevation","immunisation-3months-dec2011.xls","December ","11",12,2011
"Auckland",1563,1271,0.81318,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Bay of Plenty",772,524,0.678756,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Canterbury",1495,1254,0.838796,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Capital & Coast",926,748,0.807775,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Counties Manukau",2126,1474,0.693321,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Hawkes Bay",557,442,0.793537,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
"Hutt Valley",506,430,0.849802,"Total","ethnic","immunisation-3months-dec2012.xls","December ","12",12,2012
